"customer_id","emails_sent","emails_opened","promos_used","orders_count","total_spent","Cluster"
"6cfada90e4fe41e197b83eb6007acf4b",3,3.0000000000000004,0,4.000000000000001,32.540000000000006,"cluster_2"
"9966b3b20d9344cc9b628ae5230c85a6",5.999999999999999,5,2,22,124.84,"cluster_0"
"fd1d765b6cf34d24a9e413909a96d2a4",5,3.0000000000000004,0,7.000000000000001,97.49000000000001,"cluster_4"
"9edc2b2ba05546039b168f7267935c39",5,3.0000000000000004,1,8,133.62,"cluster_1"
"b94593b7a0c1478c828d4a451f3c700b",5,4,1,1.0000000000000009,4.730000000000018,"cluster_4"
"86ecd2e2448d4f31a02423ef1f2b6989",5.999999999999999,4,0,22,93.80000000000001,"cluster_0"
"d11fc8b1fc794b64a1724e39fc3d8e48",4,3.0000000000000004,0,3.000000000000001,28.520000000000003,"cluster_2"
"fd69d1c8f5dd44e38258940ea2c13e3b",4,2,0,2.000000000000001,16.120000000000005,"cluster_2"
"efb1a0cf997e4730a9057342ed306d64",4,2,1,12,71.47,"cluster_1"
"ca2e41fba45c44dc92f9848b754bba0f",5.999999999999999,4,1,2.000000000000001,26.95000000000001,"cluster_4"
"2bedd57a35a34d649b7224eca1f82fba",5,2,1,25,163.51,"cluster_0"
"1d384c4820d146f1ac2947b13f99cf73",3,2,0,18,66.95000000000002,"cluster_1"
"24844e31da3a42ebb305618a97c98143",5,2,0,6.000000000000001,92.88000000000001,"cluster_2"
"da334bfc8cbc49db88fb778482a9107e",5.999999999999999,3.0000000000000004,1,24,81.68000000000002,"cluster_0"
"252b6620baa942d8ad99e53a55a55487",4,4,0,4.000000000000001,71.7,"cluster_4"
"56914d660ccf4e0ab8b7d46d0994ca1a",3,2,2,9,173.46,"cluster_1"
"286989313a6b412188d84115a0d55a71",5,3.0000000000000004,1,6.000000000000001,65.47,"cluster_4"
"cec1cd4db4134b9ca3c1bf2ee25c4261",3,3.0000000000000004,0,2.000000000000001,13.330000000000013,"cluster_2"
"6a011cad2a0a4b27a4e04cd26183b25d",5.999999999999999,5,0,1.0000000000000009,6.88000000000001,"cluster_4"
"e01fa7552f2a41069a8469a047619eb6",4,4,2,3.000000000000001,39.81000000000001,"cluster_4"
"522ca90350a44d29a216230a4be1c67d",5.999999999999999,6.000000000000001,0,15,74.57,"cluster_0"
"5e79e0526efd4021a4907b2bab2a2b3d",4,3.0000000000000004,0,4.000000000000001,31.760000000000005,"cluster_2"
"b8904f4d60274c30b15e92c56869bff8",3,3.0000000000000004,1,15,67.42000000000002,"cluster_1"
"affa77b3623d4a5f8d25d28ca427f033",5.999999999999999,4,1,10,214.44,"cluster_3"
"9e164940f1924516b98e2707072509da",5.999999999999999,3.0000000000000004,0,4.000000000000001,53.85000000000001,"cluster_4"
"cd180fdacd404976847009f0e9f9c813",3,2,0,2.000000000000001,12.810000000000002,"cluster_2"
"072fa1fe5c0b4ceabccd3f5df1fe2e09",5,4,0,4.000000000000001,41.46,"cluster_4"
"c5e3d1e77ae446be87a7430c7a73180c",5.999999999999999,4,3,13,65.18,"cluster_3"
"1892baf12540457baa13f683e60eb769",4,2,1,13,58.610000000000014,"cluster_1"
"8b5fef0f01e14b699f80af3ce0546a45",5.999999999999999,2,0,2.000000000000001,20.300000000000004,"cluster_4"
"924aaf1e8f58411b8503002238cb6ad5",0,3.0000000000000004,1,6.000000000000001,116.64000000000001,"cluster_1"
"ac13e45b56cc4f4eb3a98f0029ec1b7e",3,2,2,12,203.55000000000004,"cluster_1"
"b0c03031ec3a41cb99ea79b1288d44d7",5.999999999999999,3.0000000000000004,1,3.000000000000001,43.080000000000005,"cluster_4"
"9c7650e9081148f9a59063e4bf5e39af",4,3.0000000000000004,1,22,102.98000000000002,"cluster_0"
"c5a644e73a5544948f145bb3790ff020",3,2,1,5.000000000000001,54.730000000000004,"cluster_2"
"ac5bcbfdaf23470e980c58c503f72f75",5.999999999999999,5,3,20,91.34,"cluster_3"
"572604e0021d4668a58515f880326cf0",5,3.0000000000000004,0,4.000000000000001,37.67000000000001,"cluster_4"
"83d3299f00064cf3933c6e646555f5f3",3,2,1,21,119.12000000000002,"cluster_1"
"259273fa51ec46ccb7c36d3b5e365a30",3,2,1,13,82.82,"cluster_1"
"ad8a9a6d194546868e322a583050aaee",4,2,1,9,218.50000000000003,"cluster_1"
"7e45b1cffd704afc82b0db50f11008d8",5.999999999999999,4,0,12,192.67000000000002,"cluster_0"
"274be99cf9b54d4eaa3717045f071c86",5.999999999999999,3.0000000000000004,0,6.000000000000001,86.41,"cluster_4"
"413b99e0d9fe4e278e490c774c0ed5bd",5.999999999999999,3.0000000000000004,1,2.000000000000001,16.120000000000005,"cluster_4"
"bfacbcf1fc5b40fea634f4f5310272d0",5,3.0000000000000004,3,6.000000000000001,122.24000000000001,"cluster_3"
"032eae07535e4e0a99900e7f14c158c7",5.999999999999999,2,0,22,118.17000000000002,"cluster_0"
"98befcb0cdb6416c90e5767fcf05c451",5.999999999999999,3.0000000000000004,0,4.000000000000001,49.54,"cluster_4"
"e4a04f39310a4242b7c258a672b74f48",3,2,1,9,152.67000000000002,"cluster_1"
"de97aa2ecfc24197a566cb274538439f",4,3.0000000000000004,1,5.000000000000001,77.79000000000002,"cluster_2"
"5bd85368abe94cbeb3cb9ff9b8e4f9ff",5,5,1,6.000000000000001,74.55,"cluster_4"
"b3f9ca7238f5423bb464fca2b0646fb5",3,3.0000000000000004,0,17,75.94,"cluster_1"
"38f9450371004ac084648aa252e0af66",3,2,1,5.000000000000001,85.28,"cluster_2"
"d967afbc3d104e2cbf44ef6fdbcd00ba",4,2,0,2.000000000000001,23.330000000000005,"cluster_2"
"533a266d1c6b4588a5446b9305364557",5.999999999999999,5,0,14,68.53,"cluster_0"
"93d160da712a40f992cf23aafaa17c5e",4,2,2,7.000000000000001,135.08000000000004,"cluster_1"
"253a90ced6ab492e9c43b22207003204",3,2,0,12,193.06,"cluster_1"
"f307a9bf92614be69cd181be78484e10",5.999999999999999,5,2,13,43.550000000000004,"cluster_0"
"6474b2580e414d54a1e47d5cfebbbf9e",3,3.0000000000000004,0,6.000000000000001,70.82,"cluster_2"
"5e86d91e07ce45edbe3c5af48f58925b",5.999999999999999,3.0000000000000004,0,4.000000000000001,29.53000000000001,"cluster_4"
"70a46c1cc54b4233b6b00d8eb9ab04f7",5.999999999999999,4,4,15,267.53999999999996,"cluster_3"
"4a76b6b014734856b40ddfd3d9d6e4bb",5.999999999999999,4,1,2.000000000000001,28.21,"cluster_4"
"c611ac56fc934ab49cdb815eee7a5ddb",5.999999999999999,5,1,23,119.82,"cluster_0"
"d983538486bf4ddc96071a2937eb1b97",5.999999999999999,5,3,16,77.29,"cluster_3"
"ccdddb54a7c148dfa8d1bac89a598922",4,3.0000000000000004,1,8,183.42,"cluster_1"
"43aa7236d2f041fe83ac9204b775bc45",5.999999999999999,3.0000000000000004,0,1.0000000000000009,4.890000000000015,"cluster_4"
"98f454a5161044ad8193ab095f20357d",4,3.0000000000000004,2,7.000000000000001,123.75000000000001,"cluster_1"
"f8ed1c7a77ed4d2d961070337e3abaf8",5,2,0,3.000000000000001,45.650000000000006,"cluster_2"
"8936dfccaa3b453eb335b9cc7143401c",5,2,1,16,73.24000000000001,"cluster_0"
"30476f16832242cf84e0514e383d62c6",5.999999999999999,3.0000000000000004,1,2.000000000000001,19.640000000000008,"cluster_4"
"c21b66e33af249469aab4c9dd42d05d1",3,3.0000000000000004,0,7.000000000000001,123.31,"cluster_1"
"75a0047343204b929574060e507c80d6",3,2,2,4.000000000000001,81.05000000000001,"cluster_2"
"204695b2b5d84b01bec759f464d36db7",4,3.0000000000000004,0,13,198.32,"cluster_1"
"d63978000b4148f3b56c9b38d49b1d64",4,4,0,13,200.75,"cluster_1"
"330989c82bfb4603b924f6ae94fae3e0",3,2,1,14,48.64000000000001,"cluster_1"
"29e1674b9e7a433bab39e21a219c9efe",5.999999999999999,3.0000000000000004,2,17,292.4100000000001,"cluster_3"
"42e6d1ff74c0416ead8bfbf31d9baae6",5,2,0,2.000000000000001,8.060000000000002,"cluster_2"
"a94891aca844492bbc042fae77606e5f",3,1,0,2.000000000000001,27.6,"cluster_2"
"4a8e67b324ee435a857966c961ccf4fa",3,3.0000000000000004,2,4.000000000000001,65.82,"cluster_2"
"f7f46414b9cc448d9c21525a29bbfc64",5.999999999999999,5,3,19,73.75000000000001,"cluster_3"
"a625635a07244de9b156b6faca440404",3,1,0,1.0000000000000009,6.6299999999999955,"cluster_2"
"dc878976923a43f3a93dd50219d63d36",5,3.0000000000000004,0,3.000000000000001,42.790000000000006,"cluster_4"
"7dc7bc9a4ef746c2ba04689b60202864",5.999999999999999,4,1,2.000000000000001,24.910000000000004,"cluster_4"
"3fe90987b5c24525b64d30d67d01a67a",5,4,0,6.000000000000001,107.19,"cluster_4"
"343fb52fea7b4fa0bf77ab6e8c14a8df",5.999999999999999,4,1,9,114.10000000000001,"cluster_4"
"7bb0f3571c2545dbb2ed1fe5ce5844dc",5,3.0000000000000004,2,17,246.33000000000004,"cluster_3"
"4f900e21a75949bc86aedd59044a34f6",4,3.0000000000000004,0,5.000000000000001,49.08,"cluster_2"
"58dc6b73c6284968a0efa99815d294c3",3,2,0,5.000000000000001,127.80000000000001,"cluster_2"
"220ca1d9b5004eb9b3a7c2cd61afdc89",5.999999999999999,4,1,23,136.5,"cluster_0"
"ec2ba17d171546a7896ab4485e6cd192",4,3.0000000000000004,0,1.0000000000000009,7.609999999999999,"cluster_2"
"ee8584b50d414bfe8440f6110ebdd342",5,3.0000000000000004,1,5.000000000000001,64.27,"cluster_4"
"d7bacffc1bbc45768888d5dea8a00231",4,3.0000000000000004,1,1.0000000000000009,8.800000000000011,"cluster_2"
"5c37422ee081473780f96e39fec9f895",4,4,1,5.000000000000001,75.50000000000001,"cluster_4"
"bfdf2c94c47243c6bf4ecc1825dde9cf",5,4,3,7.000000000000001,118.03,"cluster_3"
"70f2f86af53d4320aea41de02967e792",3,3.0000000000000004,0,4.000000000000001,19.770000000000003,"cluster_2"
"616edd992d2b48deae1e2ca32d547fc9",5,2,0,19,122.06,"cluster_1"
"6b91e9be980b4b07b3d19f1641d6bd0b",5.999999999999999,3.0000000000000004,2,5.000000000000001,83.76000000000002,"cluster_4"
"52e4c37a55414a49bd2d79fa80c033c8",5.999999999999999,2,0,20,95.83,"cluster_0"
"5efd412434ba4f9dbaffab34505092f4",4,3.0000000000000004,0,18,105.47000000000001,"cluster_1"
"5cd42e0bbfad40fb85fb3abadf981a9b",5.999999999999999,6.000000000000001,0,2.000000000000001,8.670000000000002,"cluster_4"
"389538ce90d548e1a953c8150f530bb9",5,5,3,17,79.21000000000001,"cluster_3"
"96b62e71a3e6405f91e8e9f462e56b19",3,2,1,6.000000000000001,51.46000000000001,"cluster_2"
"74098cdb620a4ce9b3d9bcb70f89acde",5.999999999999999,4,1,3.000000000000001,43.21000000000001,"cluster_4"
"0b82eead6d8d4532ad2d1acf138b7df4",4,2,1,9,136.97000000000003,"cluster_1"
"c9a6a6c8674c42f08f489bc2ef7431e9",4,2,0,2.000000000000001,12.469999999999999,"cluster_2"
"ba571f72048446168bc978799ad5a648",5,4,2,6.000000000000001,90.16,"cluster_3"
"66a9424e8ab24dd580db4ad35e0607bc",5,5,2,4.000000000000001,77.07000000000001,"cluster_4"
"2026dcb59f774f8fb40794879470246e",3,2,0,6.000000000000001,109.34,"cluster_2"
"f4baaa3670264ef68296469ff903dafd",3,3.0000000000000004,0,8,120.5,"cluster_1"
"3bc210c9b724456eb723f846dfa69b3c",5,3.0000000000000004,1,5.000000000000001,70.31,"cluster_4"
"c0b223ec6b8f488995d95c382be18f2a",4,3.0000000000000004,0,3.000000000000001,30.230000000000004,"cluster_2"
"d4bc92483da0403c966a65bca513764c",5.999999999999999,3.0000000000000004,1,5.000000000000001,77.16,"cluster_4"
"d0e049a1c6484101ad9d0f45dfd18318",5.999999999999999,3.0000000000000004,0,5.000000000000001,62.980000000000004,"cluster_4"
"995c5cac7d86419f9c41a8f999cd546f",3,2,0,13,56.550000000000004,"cluster_1"
"d63874bdcae64335825a3e240f3dc079",3,3.0000000000000004,2,8,114.68,"cluster_1"
"99d5392b633742b4a78e2f37d8b3325f",5,3.0000000000000004,3,8,157.77000000000004,"cluster_3"
"fab5545481cd445d88371e4ac2c74d7c",4,2,2,9,203.63000000000002,"cluster_1"
"a553e9f74c564cedbd703b5342adf7d3",5.999999999999999,4,0,2.000000000000001,16.789999999999992,"cluster_4"
"b27ac36c6d39425abe2d1fb26e95fdd6",5.999999999999999,6.000000000000001,0,23,91.90000000000002,"cluster_0"
"72c5c91a12724e9e92785a1515b1668f",5.999999999999999,4,2,13,55.67,"cluster_0"
"f214a247a21a4132b7d0cbb5be5ee09c",4,3.0000000000000004,1,6.000000000000001,109.77,"cluster_1"
"bf305752f600456dbc8b0273a32f137f",5,5,1,19,78.22,"cluster_0"
"71e68b9a41cf44d1aa63765b4ca8c25f",3,2,0,3.000000000000001,25.08,"cluster_2"
"ad36a78bea2b4d149127f55c97c21987",5,4,0,3.000000000000001,14.200000000000003,"cluster_4"
"cd2b7c85f4b24263be05c9d99858bf38",4,4,0,1.0000000000000009,8.650000000000006,"cluster_4"
"3b1988375d4940a4923ee5d2f8e6c6a2",4,2,0,2.000000000000001,13.070000000000007,"cluster_2"
"75ab835e177340ea8f33098452033119",4,3.0000000000000004,0,4.000000000000001,46.88000000000001,"cluster_2"
"4fe36e516e2a4e7aa60a35b355781ad3",3,3.0000000000000004,1,5.000000000000001,67.53,"cluster_2"
