customer_id,emails_sent,emails_opened,promos_used,orders_count,total_spent
1d384c4820d146f1ac2947b13f99cf73,3,2,0,18,66.95
24844e31da3a42ebb305618a97c98143,5,2,0,6,92.88
da334bfc8cbc49db88fb778482a9107e,6,3,1,24,81.68
252b6620baa942d8ad99e53a55a55487,4,4,0,4,71.7
56914d660ccf4e0ab8b7d46d0994ca1a,3,2,2,9,173.46
286989313a6b412188d84115a0d55a71,5,3,1,6,65.47
cec1cd4db4134b9ca3c1bf2ee25c4261,3,3,0,2,13.33
6a011cad2a0a4b27a4e04cd26183b25d,6,5,0,1,6.88
e01fa7552f2a41069a8469a047619eb6,4,4,2,3,39.81
522ca90350a44d29a216230a4be1c67d,6,6,0,15,74.57
5e79e0526efd4021a4907b2bab2a2b3d,4,3,0,4,31.76
b8904f4d60274c30b15e92c56869bff8,3,3,1,15,67.42
affa77b3623d4a5f8d25d28ca427f033,6,4,1,10,214.44
9e164940f1924516b98e2707072509da,6,3,0,4,53.85
cd180fdacd404976847009f0e9f9c813,3,2,0,2,12.81
072fa1fe5c0b4ceabccd3f5df1fe2e09,5,4,0,4,41.46
aee474cae2194fc59ba5eccf9ec32a15,3,1,0,19,469.52
c5e3d1e77ae446be87a7430c7a73180c,6,4,3,13,65.18
1892baf12540457baa13f683e60eb769,4,2,1,13,58.61
8b5fef0f01e14b699f80af3ce0546a45,6,2,0,2,20.3
924aaf1e8f58411b8503002238cb6ad5,,3,1,6,116.64
ac13e45b56cc4f4eb3a98f0029ec1b7e,3,2,2,12,203.55
b0c03031ec3a41cb99ea79b1288d44d7,6,3,1,3,43.08
9c7650e9081148f9a59063e4bf5e39af,4,3,1,22,102.98
c5a644e73a5544948f145bb3790ff020,3,2,1,5,54.73
ac5bcbfdaf23470e980c58c503f72f75,6,5,3,20,91.34
572604e0021d4668a58515f880326cf0,5,3,0,4,37.67
83d3299f00064cf3933c6e646555f5f3,3,2,1,21,119.12
259273fa51ec46ccb7c36d3b5e365a30,3,2,1,13,82.82
ad8a9a6d194546868e322a583050aaee,4,2,1,9,218.5
7e45b1cffd704afc82b0db50f11008d8,6,4,0,12,192.67
274be99cf9b54d4eaa3717045f071c86,6,3,0,6,86.41
413b99e0d9fe4e278e490c774c0ed5bd,6,3,1,2,16.12
bfacbcf1fc5b40fea634f4f5310272d0,5,3,3,6,122.24
0ff4623cc6ee4df2888367be5898e5eb,5,4,1,2,870.12
032eae07535e4e0a99900e7f14c158c7,6,2,0,22,118.17
98befcb0cdb6416c90e5767fcf05c451,6,3,0,4,49.54
c2b0a8a3d89d4e9290fa4c27278d0d62,6,4,1,21,1244.23
e4a04f39310a4242b7c258a672b74f48,3,2,1,9,152.67
2d5dc5eaa3a447bd941e29ea76813ded,6,3,2,5,850.33
de97aa2ecfc24197a566cb274538439f,4,3,1,5,77.79
5bd85368abe94cbeb3cb9ff9b8e4f9ff,5,5,1,6,74.55
b3f9ca7238f5423bb464fca2b0646fb5,3,3,0,17,75.94
38f9450371004ac084648aa252e0af66,3,2,1,5,85.28
d967afbc3d104e2cbf44ef6fdbcd00ba,4,2,0,2,23.33
533a266d1c6b4588a5446b9305364557,6,5,0,14,68.53
93d160da712a40f992cf23aafaa17c5e,4,2,2,7,135.08
253a90ced6ab492e9c43b22207003204,3,2,0,12,193.06
f307a9bf92614be69cd181be78484e10,6,5,2,13,43.55
6474b2580e414d54a1e47d5cfebbbf9e,3,3,0,6,70.82
5e86d91e07ce45edbe3c5af48f58925b,6,3,0,4,29.53
70a46c1cc54b4233b6b00d8eb9ab04f7,6,4,4,15,267.54
4a76b6b014734856b40ddfd3d9d6e4bb,6,4,1,2,28.21
c611ac56fc934ab49cdb815eee7a5ddb,6,5,1,23,119.82
8e086434af3340f58f8dc6c3d7bde4e0,5,4,2,18,370.24
d983538486bf4ddc96071a2937eb1b97,6,5,3,16,77.29
ccdddb54a7c148dfa8d1bac89a598922,4,3,1,8,183.42
43aa7236d2f041fe83ac9204b775bc45,6,3,0,1,4.89
98f454a5161044ad8193ab095f20357d,4,3,2,7,123.75
f8ed1c7a77ed4d2d961070337e3abaf8,5,2,0,3,45.65
8936dfccaa3b453eb335b9cc7143401c,5,2,1,16,73.24
30476f16832242cf84e0514e383d62c6,6,3,1,2,19.64
c21b66e33af249469aab4c9dd42d05d1,3,3,0,7,123.31
75a0047343204b929574060e507c80d6,3,2,2,4,81.05
204695b2b5d84b01bec759f464d36db7,4,3,0,13,198.32
d63978000b4148f3b56c9b38d49b1d64,4,4,0,13,200.75
330989c82bfb4603b924f6ae94fae3e0,3,2,1,14,48.64
29e1674b9e7a433bab39e21a219c9efe,6,3,2,17,292.41
42e6d1ff74c0416ead8bfbf31d9baae6,5,2,0,2,8.06
a94891aca844492bbc042fae77606e5f,3,1,0,2,27.6
4a8e67b324ee435a857966c961ccf4fa,3,3,2,4,65.82
f7f46414b9cc448d9c21525a29bbfc64,6,5,3,19,73.75
7dcbcc3dc011491192cceff5fe0ff0fb,6,3,2,15,1221.01
a625635a07244de9b156b6faca440404,3,1,0,1,6.63
dc878976923a43f3a93dd50219d63d36,5,3,0,3,42.79
8328da10e4934416a1da7eece9663888,4,4,4,15,322.55
7dc7bc9a4ef746c2ba04689b60202864,6,4,1,2,24.91
3fe90987b5c24525b64d30d67d01a67a,5,4,0,6,107.19
469d7c910b8f458391682c65b088b8ca,4,3,2,16,343.75
343fb52fea7b4fa0bf77ab6e8c14a8df,6,4,1,9,114.1
9b929778b5ce48efaa6af4ec7e00d3ae,3,1,1,17,672.52
7bb0f3571c2545dbb2ed1fe5ce5844dc,5,3,2,17,246.33
4f900e21a75949bc86aedd59044a34f6,4,3,0,5,49.08
60fd3453e55d4d25b47c458b9d107c38,5,3,0,20,329.39
58dc6b73c6284968a0efa99815d294c3,3,2,0,5,127.8
20440d144c3f405695ab1ff18b1a6586,4,3,2,22,439.28
220ca1d9b5004eb9b3a7c2cd61afdc89,6,4,1,23,136.5
ec2ba17d171546a7896ab4485e6cd192,4,3,0,1,7.61
ef9faa6510944e69bed65171b2a3d79e,3,2,1,22,534.91
ee8584b50d414bfe8440f6110ebdd342,5,3,1,5,64.27
d7bacffc1bbc45768888d5dea8a00231,4,3,1,1,8.8
5c37422ee081473780f96e39fec9f895,4,4,1,5,75.5
bfdf2c94c47243c6bf4ecc1825dde9cf,5,4,3,7,118.03
70f2f86af53d4320aea41de02967e792,3,3,0,4,19.77
616edd992d2b48deae1e2ca32d547fc9,5,2,0,19,122.06
6b91e9be980b4b07b3d19f1641d6bd0b,6,3,2,5,83.76
52e4c37a55414a49bd2d79fa80c033c8,6,2,0,20,95.83
5efd412434ba4f9dbaffab34505092f4,4,3,0,18,105.47
5cd42e0bbfad40fb85fb3abadf981a9b,6,6,0,2,8.67
389538ce90d548e1a953c8150f530bb9,5,5,3,17,79.21
96b62e71a3e6405f91e8e9f462e56b19,3,2,1,6,51.46
74098cdb620a4ce9b3d9bcb70f89acde,6,4,1,3,43.21
0b82eead6d8d4532ad2d1acf138b7df4,4,2,1,9,136.97
c9a6a6c8674c42f08f489bc2ef7431e9,4,2,0,2,12.47
ba571f72048446168bc978799ad5a648,5,4,2,6,90.16
66a9424e8ab24dd580db4ad35e0607bc,5,5,2,4,77.07
2026dcb59f774f8fb40794879470246e,3,2,0,6,109.34
f4baaa3670264ef68296469ff903dafd,3,3,0,8,120.5
3bc210c9b724456eb723f846dfa69b3c,5,3,1,5,70.31
c0b223ec6b8f488995d95c382be18f2a,4,3,0,3,30.23
d4bc92483da0403c966a65bca513764c,6,3,1,5,77.16
d0e049a1c6484101ad9d0f45dfd18318,6,3,0,5,62.98
995c5cac7d86419f9c41a8f999cd546f,3,2,0,13,56.55
d63874bdcae64335825a3e240f3dc079,3,3,2,8,114.68
99d5392b633742b4a78e2f37d8b3325f,5,3,3,8,157.77
fab5545481cd445d88371e4ac2c74d7c,4,2,2,9,203.63
a553e9f74c564cedbd703b5342adf7d3,6,4,0,2,16.79
b27ac36c6d39425abe2d1fb26e95fdd6,6,6,0,23,91.9
72c5c91a12724e9e92785a1515b1668f,6,4,2,13,55.67
d58aa04bb5c740b2891cc858cf7f9d0c,5,4,2,20,323.95
f214a247a21a4132b7d0cbb5be5ee09c,4,3,1,6,109.77
bf305752f600456dbc8b0273a32f137f,5,5,1,19,78.22
71e68b9a41cf44d1aa63765b4ca8c25f,3,2,0,3,25.08
ad36a78bea2b4d149127f55c97c21987,5,4,0,3,14.2
cd2b7c85f4b24263be05c9d99858bf38,4,4,0,1,8.65
431eb26c2680459bbc492444a3ab3864,6,4,2,22,475.99
3b1988375d4940a4923ee5d2f8e6c6a2,4,2,0,2,13.07
75ab835e177340ea8f33098452033119,4,3,0,4,46.88
7efe9078747f461ea6104f498f6dc7a7,4,4,1,18,350.83
4fe36e516e2a4e7aa60a35b355781ad3,3,3,1,5,67.53
e61c582b518242b5903a3e02641f27c1,4,2,1,12,60.31
301ebbe57e314a9d85b4a09945c90d19,5,2,1,7,98.32
0677a6316c26489682c37a928223227f,,2,0,4,19.73
25451de4589d4e6f87ebcb58d2eaed3a,3,2,1,4,52.67
30cda8cd88ab46fc99f7015556feafdb,5,4,0,5,72.7
bded237b6cc9413788cc54630bd9a5d4,4,3,0,2,11.39
da95121358994c679b124605733590c1,4,2,1,14,105.67
146526576d7e4924bb3ff23226297a34,4,3,2,7,131.26
0c97202667c545248aba917539b7d2fc,5,3,1,1,7.39
ce9bbeda191447299612ba68c797de7b,4,3,2,14,94.93
8676539ff56f4fdc8311113465f809d5,6,5,1,14,59.66
a3c3a858683b4f6fb83f9aa8dd13fbdb,5,4,1,8,904.64
90c5edd1bc5542c5ae4dea90f044a323,6,5,1,8,165.18
8a3d6cd71a904e579224d89f024110c9,5,4,1,9,158.03
243b11b99277484d9b6823d3eaf24be7,4,3,2,4,87.11
97f1dc9598bd47f9b3d611d368afe360,5,4,2,6,75.65
8e2ef8ac2617428387a1947fe852f0e2,3,3,1,13,348.09
7c8767d0b6d6415ab168a25a273a359b,6,4,3,12,212.52
880ad24778fb4f37afe43c78e7cfa95a,5,3,0,3,44.78
de70f1d8b8a74301bd50a7b39fdf0435,3,2,1,3,15.91
2fd574cb8385432fa6a9335fd9c47e19,5,4,4,5,91.28
39814522753745f28db0700f3e90d73e,4,4,2,8,191.9
a16470998c31481b9ea496e59085a5c0,5,4,1,6,105.24
2b2d732a4026425ca8c244197e750b98,4,4,2,13,278.25
32ac1b51641f475c934f239cdd236677,4,3,1,22,58.64
9ee999799d504eb4a910bfe51486ab9b,3,2,1,21,129.52
198d7f1e4c2c48c99f23b90b4ddec4ea,3,3,3,20,452.32
2ac38c690bab430bb50d3757013d188b,3,1,0,3,20.79
b40a5cecddef4a05aae2633400a30f0b,3,2,2,10,227.92
017c874c42494fc3a6b88d6fbdeb004f,5,4,0,19,52.03
7cca55a9230e4ab6b21b1372afb81c11,5,5,2,3,37.78
acd92088392547c29e8494f4e091a6bd,3,3,0,6,103.91
b8bbcfd2f4604dcf897a7bc877b30f6c,5,3,2,11,228.8
2bfcd3a9d98f46e3b2d49e67f9319d67,6,4,2,4,71.93
51b0773dd296453da40ab4361c00ec6a,3,2,1,15,81.77
8737ae6ae63e442681acbd7b4cdebd6a,5,2,0,5,47.97
2f360ed35ebd4a60909afd7eeccf9bce,4,3,1,6,82.01
5adedb156ce245f29364ce5a757423eb,6,4,1,1,9.11
620b5ea83a2142e78432c141d69eaca4,6,3,2,15,78.87
b2c064ff7d5441cea597e4393f52f7a6,4,2,0,2,9.05
1f34377897144ab495776381d6d94aa1,4,4,2,7,156.66
cbf82e79a1964e22b6ebd1a3b31d8645,5,4,2,12,79.08
d4332bbe11b649d5b1904bfc11aee977,4,4,2,19,77.65
730d529d2a214296a53bd15292e54ab8,5,4,1,2,29.6
d8f72d78fa084ca38968058adfd9061f,6,4,2,2,29.12
123278eb5d084546895ad1bdda8bac32,4,3,1,6,56.51
b06798ce9e3a4008b5e35fa9d593356b,4,4,1,2,16.32
fa52594cb8cd44c49a69cb9ad3750e92,6,4,3,13,45.28
5c9c35b967e64d12a5b95be9416c3cf0,4,2,1,13,79.09
26da0e43d6674292aec33afa71690299,4,3,0,4,19.97
88a64b3f26f1421f896bc2cbd3dc22ef,4,3,1,25,87.96
a0da7ce8951d48e8a1008ea657f6090c,4,2,2,18,329.73
7db510e4a09f437f9e59707bbda3b838,4,3,2,4,86.17
8c435340f05249a2a88dbbd7e43d8ae2,5,5,3,10,168.56
44171aba63b8483db3ad124447c8a068,4,4,0,4,18.18
440ccc45d3ca4dd7b041e533aaa31c7a,6,3,1,1,6.93
84119ce7d8d64ef292a892a4ee109208,6,3,1,2,33.34
1a9fcb1287c9487882d75bbf40bc30e8,5,4,3,18,130.6
d1a2ff44305845a483f184167de25f2e,3,3,0,5,85.53
6fc5d14cf309446294549ca6a595561f,6,5,2,19,85.83
89a47b3c1ef542c7b06f059402277627,3,2,0,17,102.29
2f795127d848408296aaf0bcf9d704ac,3,2,1,17,373.67
0e6c95b8022041b0ab55fdf509dc3476,3,1,0,4,68.18
fd1097b32a91460ca5191392d02acbfb,4,3,0,3,34.32
42c31a9f1f82412ca94780319fbff998,4,2,1,7,122.5
00a7185425f34beb816dc238b2be6e72,3,2,1,12,68.86
96d5db37e7544ffcb25d8247776b9e98,3,2,0,4,50.12
d3b630cd15574ca99b9a6141b86e2624,3,3,0,6,89.71
2f9aee0230c248f4bce29a618a512f88,3,3,0,3,15.88
f8c3f42567c24533a22c26d71776db9e,6,4,1,3,25.22
48be9302367d4b43947422f49cf459da,6,4,2,13,65.32
35bfe6b4bcee423c8ce444a994f84e9e,5,5,2,17,312.25
51a2c63caa1b43f8a0bb4675f8ae0967,4,3,0,3,19.39
15732e4a9cd04e3cbb16de148768830a,5,5,1,23,92.53
f5cccc0d2ed14d4981c5642c68cc32dd,5,4,1,21,83.32
944ac6eb967c4049b0ac6824586f3014,6,3,1,25,80.73
ee564949507e47c5b46f816347fdb883,3,1,1,6,104.09
87c0962be9a5420cbce12711612ea672,5,4,2,7,116.04
f8ffddc18d2e49729131aff3b66ad369,6,5,1,12,258.69
dd334b95cc93423491b923fc530a2521,3,3,0,3,25.33
e2630f2d3fcd4047a94d9610c37dc037,3,1,1,9,165.43
b771d9af17a94eadb8dc901ca1884005,4,4,1,19,395.44
b822e9fc332948679f252933d5cd7f89,4,4,0,4,24.15
b3d2f29984784f4e8348343487fb3756,5,3,1,14,306.67
cc11bd91ae1c4b75bbfc54236dff0804,5,4,1,9,203.64
3aa170415111472c93818c72a6e72f57,5,3,1,1,5.37
6cb132149e1b46cca416e56e133ecb00,4,2,0,4,16.17
fd7e42ca12bb472f94560a906f743f87,3,1,1,19,364.52
8018fff56c534f71a148739248f83c13,4,2,1,19,68.15
410496ccd6ba40e6bf87e9f791a019aa,6,4,1,6,127.76
c1755f1185e8415184ec858418fd45f5,4,2,0,2,22.16
1c9196e2abd0422f972f8103bfc97155,3,1,0,4,19.12
3bc32eb4e7934e46ada9d70155ea03e0,3,2,0,23,171.01
71d2185ca12a4077a762faddfe52641c,4,3,1,4,21.97
b804403a0d21483f87525f951c7ae2d4,4,4,3,18,430.02
89e222e1b5c648d1925786878de1e6a0,6,5,3,20,74.72
d934812c45284d30965f2f14e9ed6cde,3,2,0,2,15.13
7140ac6849e34d64bc97ba977261693e,5,3,0,1,7.35
073297b826e743689271d364fc8ac7f8,6,3,3,19,309.76
d3cee79d9eca498f9f7b8bd495c7136b,3,3,0,23,79.14
20780dd779514181b569b4deeefda497,6,5,2,14,40.18
14eb043df5364f2da7e79e8d1e561616,6,3,0,3,27.21
be5d88ed0dc547dcae09af898d2a5896,4,3,0,5,60.13
cfeee6774d414fa495be093a26eb4bfa,5,4,3,9,131.08
288bd539d56f4b868d08a7638a5a085a,5,2,1,20,119.31
822fd04d425c4a92a0dad557fc87ec46,5,3,0,8,148.29
16233f6055484e5fb646814f692e2e30,3,3,3,16,284.32
d35f4fb8d5344d2b96795ac7d5f207af,3,1,0,6,72.14
e44de49894cf4e05bbd2cb881f56ce16,6,3,1,15,334.2
e533ceba0a764f508c64c410622646cc,5,3,1,2,27.96
29fa6a73e0024d54a97909b263e67164,6,3,1,18,53.22
b5b0c4db81b54ba7b01a0bf6ccb3e7d2,5,4,0,20,106.22
e40b19aee94f47319a670bf331a82f20,4,3,0,21,156.28
bc83c03f64e9401ea40fa38f60804870,5,3,2,6,155.51
22b369a0ffb3463a9e2c5f2a6d2f843f,5,5,2,2,28.28
d1ebb53917cd41fd92002bf2e1fb935b,3,3,1,6,75.61
