person,num_received,num_viewed,num_completed,num_transactions,money_spent
02c083884c7d45b39cc68e1314fec56c,2,1,,10,29.889999999999997
02c6daf74a49491ca397f105ef944784,1,1,1,3,78.94
02c89861ce2c4010bf4ed63f6f6d5df3,5,5,5,13,261.71
02c8c9806a8c44f792a218fb2e8756b3,5,4,1,4,21.93
02db8af535e54416a01aff51836d166f,5,1,,1,0.61
02dd040b77914163b1fd02efc3976d55,5,5,5,12,181.82
02e2211319524b9e8bd09794d00d8513,4,3,2,15,65.97
02e4c9dff62e4857a429a4be3ba73ed0,6,3,3,14,48.86000000000001
02e5396559f94469b6d03e40d85830c7,5,5,2,8,206.25
02e6dbe7c694441a88f9160b6b0e1a35,3,3,1,11,148.86999999999998
02e6dd10b22c43fcb5a2dfc0038dac22,3,2,2,11,42.480000000000004
02eba2268a3640bb8e85880e12617c5f,5,3,3,12,188.97000000000003
02efe2a67be247a686f79ba1cbce42f1,4,4,3,10,262.09000000000003
02efe413dd194069ab58abde38ab5e02,3,1,3,6,182.29000000000002
02f638a6c98241c98b24a06ca489aac0,4,4,,5,17.64
03019e49a5164723ae527bbd6949e0c1,4,4,3,8,164.47
0305b52a24744a9bb660bffc6b39e884,6,2,2,6,127.31
030c30c1955f4a17be09b692caf5ec5f,5,3,2,16,66.08
03118ab70a404fada1a433cd6abaa491,4,3,2,18,318.21000000000004
031387fa9cfd47e88f4e4b4b4cb71925,5,5,,,
03257d4fcb6641aebaa46d5605d205ca,5,5,3,12,207.63
0335d274249f4eb6b3c51527f02a3216,6,6,6,12,244.02000000000004
03374e3f14564b36a7138154ed8c194a,3,2,,9,26.209999999999997
033bf5269a494dd787e5e9f4a45b843c,5,4,3,2,53.74
033d0a511a5c452ea2be37a23f8c6dcb,3,2,1,5,112.23999999999998
033f0ee2250e475b87f70115e7895957,2,2,1,3,90.43
033fed8bb1504885b866429db25543a0,5,4,3,3,89.97999999999999
0340f0361285411ab60a24823b020112,5,3,,7,20.65
0342c7c449a84440b3f7a80ad095761a,4,4,3,17,245.21999999999997
0345b2da6507473ca4400ed84dc6725a,4,3,2,13,39.449999999999996
034946bd82b34a219b556a47f1200828,4,3,2,2,22.13
034b962ed61d4da1bb0baaec84cc2e85,5,4,4,8,139.53
034ce97360c6485ab990d903343f9f08,5,3,2,5,22.57
034dcdec0a0547a19d77dcf2bc8ecc48,6,3,,1,11.37
0355c6a5fdbc429ea5b05e8a9ecd2eae,5,1,4,6,109.09
03566626393f43a88c55de21c61761d0,4,1,,3,5.45
03568fe0e51b41a9bd752ec8be307ba5,3,2,2,4,71.82
03575a43a3da4691998de01fff617f99,4,4,3,8,201.28999999999996
035d5aa3c23a4059ae663b4c07aa26ce,4,4,3,12,261.95000000000005
03637e48ffda4bf9b73b079d03c0bbe3,6,6,3,8,98.99
03676dc08a0a4899b0af5030bb6da6f5,2,2,1,5,97.63
036c34e6a32a463db11ebb398a8719b6,3,2,,7,19.03
036e4bedca2045afad50fda2d3b505ab,6,6,2,1,24.85
036f1e5cca91478685c8cef24cc8b076,4,2,1,6,14.810000000000002
03716dbf46394867ba126ebe1ebc202e,5,4,,3,3.47
0375600415e24e0a9fd83ec191d5955d,2,2,1,13,41.370000000000005
037c3e0c1cd6477dbe15812a05619fc5,4,3,2,7,135.91
0383a12d3a2d4fbb86ec83bd0c25eead,6,4,3,10,91.87
03887756866f4ea9b74b7e1b83ffac44,5,5,4,17,251.76999999999998
038d32f25cff4833ab44c5123e42583a,5,4,2,11,38.459999999999994
0390715ee2a4443eac8582a5941d61a9,4,4,2,3,51.81999999999999
03922ce960124f4a8c4acd2a332ef296,4,3,,4,18.84
039e0c539c2f4fc582423412a8bceb40,5,1,,7,11.270000000000001
03a6837af25144b18936719d7afd5a58,3,3,2,6,26.139999999999997
03adb16f61e44e6594d6d8e38d0a3e64,4,2,2,5,117.64
03af4a51012e4a00809df85c9279e4e4,4,2,2,6,155.34999999999997
03b0358ba8d945b3ac283f25969a0cca,3,1,,2,2.12
03b326a99f5345df8b4d21ed26bdb0da,5,5,5,7,161.33
03b810ec338c4a85b063449f40c7b9cc,4,2,,4,13.879999999999999
03bbce97de8240359c2706a4c9f537f2,6,2,1,12,39.230000000000004
03c0b69b3db24c70bba1622bc8dd8459,6,4,2,20,147.05
03c23b2ec84f4c5296e99c939288bcd4,4,,2,4,87.1
03cc530b458e4fb180c222777916e9b5,5,4,4,22,48.24
03cd7c3f955a4c47bd3caf4e9a2db37c,3,2,2,9,173.65
03deb7cf0ebd4c7889a8a9e44df1c50a,4,3,1,12,48.83000000000001
03e507f56bd34d3dacdecb5eb87111f7,5,5,5,14,287.44
03e67807671e4cb4bb34f2ebabc97d28,5,5,5,13,209.05999999999997
03e866224ec641c58bc93a69be00de9c,5,3,1,7,26.189999999999998
03ef53e2d3e1436eb3b2042a4825adec,4,4,4,8,194.09
03f1ad04292f47b2b1299cc92f8f2a5d,5,4,3,14,303.22
03f75ac6db7a457dbd6086e6b86a4fd1,5,2,,4,20.520000000000003
03fbbeecf81b468684b50dbe63ac4587,4,2,,7,12.74
03fe8e9f855846c88fd01c4b7b147db7,5,3,1,4,57.81
03ff3cf4aec84162be697c28346bdd5a,5,3,1,9,37.04
040704e99ab84cd08977858fab9b9276,5,5,5,7,144.32
0409252539634eca8a8d1b5407caa582,3,3,,4,99.61999999999999
0409df7f3af74e8c813d975fbd4ceb02,4,4,2,3,64.2
040b2e6d3e914d609f6764b34b5a3a88,4,3,3,3,84.37
0414fcebbd7f4a19bca352622b1c84e2,6,3,2,7,27.730000000000004
04189492f0aa46f2b6fefe34ffbc7062,4,2,2,17,72.78
041967ceb80841ddbd306958d4f744ac,4,4,3,6,139.41
041fd7c6b796430a867c4e03d2ff8f4d,6,3,5,26,87.13
042d7ab61d1143fe9230bcb1af34aa5a,5,5,2,3,41.13
04326bc8a2e94fe09557d30388647e52,4,2,,4,12.23
04362cece3104f4ebcb3d49ef0bc7e9c,5,3,3,14,150.92000000000002
043702ae29bc426e9f65ef7beb6cd08a,4,4,1,2,56.95
043b6b6be98c412d901f7f376e0548d0,4,4,,,
043bcfeacb874bbc837300701ce25870,6,5,6,19,355.49
04452c214f5f401bb1418313c1526cbb,3,2,3,6,138.29000000000002
044a7e5bbe7f4c66a898ad1dc4bc0049,5,4,,,
044f41cfd98940119477d73c81f973a3,6,4,1,6,12.159999999999998
0454292436bd4cee98e8ec873e30433e,4,1,3,8,139.04
0456cf6870f849cc9e1ac5ea9e02dccd,6,4,2,2,31.9
04698a1182a24807ad4c36f12b67c5ef,3,1,2,5,90.17000000000002
046a2f9c32c14e7e9ad508f811ebfa2e,5,3,1,7,51.75000000000001
0471fe94846d40e9b5bc8ec77293720c,6,1,2,9,34.910000000000004
047a2de0c17849c89d04248c357cab52,6,4,1,6,23.22
047ad0135cfe4c0ea5ba019da4de9c52,3,3,1,10,171.55
047db31ef98140149f97667abee20860,6,3,,9,9.18
04837bcb97e241769a747cd71c50fe2f,5,2,,,
048bf07732684843b6334f8f157af033,3,3,1,1,15.23
0494aa6671414fab9837fa3cd45e72bc,6,3,6,17,150.91
04a19ef08c9c4648a587d64ff72bf6df,5,4,4,14,237.84000000000003
04aa84f9a46a4920b70386c3fe60165d,5,4,2,2,60.28
04bd9be0d1374492800aca71e512ed51,6,4,2,19,167.88
04c143b7068e4c32995e1031173bea43,3,1,,6,16.58
04c3b99e274c40b4898ed7653e09cb62,4,1,2,6,159.87999999999997
04c4f933a8864cccbd4560e090355657,2,2,1,2,32.82
04c66db4925042a5bb103fec87225370,5,1,2,3,89.28
04ca4f4a66934cec9d3bbd8833572cf7,5,2,3,9,132.19
04ca68b26ef14fbc96eb01ab1f2d1fc2,5,3,,10,28.659999999999997
04cb9d0033f142efa2a367f4ef273460,5,5,4,4,57.68
04cfc7c495c1419f9a316c2a9876af97,2,1,1,8,108.09
04dc393b52714269877cf4ceda3f78f8,3,3,1,8,43.93
04dc7c54fc8147069875a5def52d711e,6,2,6,14,208.86000000000004
04e0842b079c4113a759aa6e09ea17ed,5,3,4,19,253.53999999999996
04e0eff0b4704fc291bbe1275f01fb7a,5,4,4,13,180.59000000000003
04e34b1c5fe64fbcb76bfe47ebbbf015,6,6,3,6,139.91000000000003
04e39b3e8fc449cfbcafd7dba2429f1c,3,3,3,8,135.5
04e4f53f9be74c09a9751838010386e5,6,5,4,16,216.48999999999998
04e5255c9e754c66b83c06ec70f62203,6,6,6,11,93.56
04ea45ec66574a618b0918834ee08fed,5,,2,1,21.02
04ec49d81d154a70b3f0d5f280da3756,6,3,,6,15.46
04f1f44632cd409cace939fa62b5fc7a,5,4,3,6,732.0799999999999
04f2e86f182d4fc4b7b1a1858c280a38,3,3,2,14,283.03
04f59344d54947ed8aa82c25effc9487,4,3,,3,6.0
04fa747cd2d841bcaf08f0a64e82bbef,5,,1,5,17.169999999999998
04fad15f96d446f483823ad08857e752,2,,1,6,180.86
04fb6b47e11640139f3ef5d74d7a79a1,5,5,3,6,86.64
04fcbc5e1faf4b7bba20116ecb30ca17,5,4,3,6,58.519999999999996
05018c82b3d241328a5b0558dada3286,4,4,1,5,129.44
05037de294c540d3ba92aa627b992066,5,2,1,10,23.4
050a57f4d675402ba1a06c8c49a4a200,4,3,,4,10.67
050cdb2d5b4b4bb3b1c612e17e0e8c1b,4,4,3,22,189.28000000000006
051006a0cddf40e0a973d9317c032086,5,4,2,17,51.819999999999986
051066a2c1284e23a1e3a2cc1389f23f,6,4,4,10,77.56
0514e61ffb1c4b52b8f0bf5ed2a348c7,5,2,,5,7.87
0517e2aca44d4327875c3bb8478e492e,6,4,2,7,82.8
051b92f5a9f94328a8721e86905c1d3d,3,2,2,9,264.49
051e221bbd75481c8d935f6adcee2edc,6,4,6,19,322.74999999999994
05298f5390c7417c8dbbcbef9f081800,4,4,2,19,75.03999999999998
052f1e4cb527405facdb09a0b7e70861,5,5,5,12,187.97
05313b089485492aa50683d7f00fcbdd,6,4,,9,28.67
0537e8df8a5a418ab1fd28c2063ad6f8,4,4,3,13,195.76999999999998
0538071eb35247af8c2816ec75a3c87c,4,3,2,11,166.72
053ba80f39aa4e4394ecf2d64d8ca85f,6,5,,14,31.47
053de26a38684d628b83fef38eae0c69,6,4,,4,8.129999999999999
054244238c794ca380a197a21b2fd6e6,4,2,1,5,17.119999999999997
054a387e28fb4939abfe484ea801ff3f,2,2,1,12,184.95999999999998
054cfa16ec4a4757a41b1a4d0fb8add7,3,3,3,8,133.25
0552370c278345298835cc70e616c96c,4,2,2,3,64.78999999999999
0555eeabf1284cfd85c306caf9360d05,5,4,3,5,102.03999999999999
055640cd12d04eb4b8a51ec67d451fc7,5,4,4,23,213.23000000000002
055a06b9a6ad42fcaa1fe7706b5e21aa,5,2,2,3,56.83
055eab487b874f38b65f3edf31b5eb41,4,3,2,16,51.10000000000001
055fe39c422643d89a93cf05cf610b2e,5,3,,14,36.34
0561e602225b441aac45ff6e5bb74037,3,3,,8,231.46
056495e7cd754a6c81b25d4ae5ca5e02,5,3,2,14,51.47
0565285a6b374513b887f9a6af7fa5bb,4,2,2,4,95.74
05703c17280649238ea5005898dc7076,3,2,2,6,129.85
0578d2389a8f4e4a81f4d2648b85293e,4,2,3,3,62.5
057f6741e0e0438e827cc0b18c601160,4,4,2,7,120.44
0580b842b328497ea4bd463af56c17e2,5,4,3,3,90.22999999999999
0581b31e87c64c92a64e1eb91bca5dc7,4,4,2,5,107.23
058406afd91541fbae0060827c0ac156,3,3,1,2,57.58
0585b57db9514fc786b29008e693a49d,5,4,3,7,177.87
05894078f0a84797a81049d3c3f04402,5,3,3,7,38.370000000000005
058b4e5020734ba7b48b0b43119bab0f,5,4,2,12,33.57
058e689c3b554eaf868897c8cef80c82,5,2,,6,12.4
058e76ac9080489993e6adfbb943fd8d,5,5,4,11,255.41
059de3bbf78b497fa190ecbc20d26521,5,4,3,13,180.07
059df2ccba4a442eb5537fbd8519569b,4,2,,5,10.99
05a009c95e8d477cbed5c1661343bbb9,5,3,5,4,83.21000000000001
05a490c5df01453fb33e6ddd7e1744be,5,3,2,15,36.28999999999999
05a4da5c46034e42abb4495507d293bd,3,2,2,6,160.77
05a4f70725804ceab1daa9dc73734827,3,3,3,8,151.88
05aca359cfb04309a05362db256954ae,4,3,1,12,34.28
05ad6da25fcf4ea483562a4233cc345f,6,3,,3,11.18
05b0cd60c07e4ffdb1829da2010b55ee,4,3,3,17,55.120000000000005
05b1e22c61c849c4bddd497795f2ac37,4,3,3,3,89.97
05bbe7decb6d43b684221df448979612,5,5,1,4,76.4
05bedc6bbcc64a41b1745f6efe00776d,5,5,3,9,1148.9200000000003
05beec1cbeb8481d9bfb5844343ba374,5,1,5,6,163.14999999999998
05c001b0be8a436dba8f7fdb7ac9273b,4,3,1,11,31.580000000000005
05c64ce569db467a939173b41889a77a,6,4,5,13,1030.6
05dedca5b2034055a64979a2c28b3477,4,4,3,7,105.7
05e14ffbb5234affb70068da5fafbb25,4,4,4,14,374.26
05e3b4ecea3b45adb9734a2793eeb26f,5,4,2,17,60.18000000000001
05e42f14818d4e82911557052b334e05,5,5,,8,14.839999999999998
05e6bcb70fe14e0da4730527ca35a4ae,6,5,4,9,107.51
05e96e45ce6045edbf84b14a6b557a18,5,5,1,2,49.34
05ea8d8a95eb4b209a6e048878470df1,4,1,3,5,133.53
05f33951bb1047f2a5b277d84c675cab,4,3,2,4,100.34
05f4d69f73024172a23a350e611166b4,5,3,4,7,77.74
05fc000adcf544ed9a726f45adac5896,6,5,3,12,224.45
05fc9b1280454d84a712d8cb763c7c79,5,5,4,11,185.71999999999997
0607b32041f94d65a07835fc9a13416a,4,1,3,10,182.67
060f8becdb7543ed82d9ef1afd10e274,4,4,4,10,259.8
0610b486422d4921ae7d2bf64640c50b,2,,1,3,77.01
06131d1c0a154320bd9b24af9f51f76d,5,5,5,7,120.02
06186260c2554978a92be071e4fe3c79,4,4,2,19,68.36999999999999
061afeca89524537b960b57b0a609533,5,4,2,3,49.83
061e7367906a4d0087b8e8f2f92a313e,6,3,6,15,257.21
0622afdf88de4cb4b0b59f08312c344c,5,2,1,5,17.29
062964a129f64110a3919595cd731141,4,3,3,7,171.84
062bebd7d15a422aacfbe41412c1bbd5,3,3,3,11,50.73
062d468f10ff4489822fbdd647e57398,6,6,3,20,58.82
0632e74a24484c819d06eb086298c406,6,6,4,5,117.93999999999998
06476b6b8d2a46a4a6a010ad0bb41698,4,4,4,8,223.52
0647d8018845486094ce99b6ca99eb6c,4,3,3,7,75.89
064c75dd2f664b5f9c1daa3d588d3073,4,3,1,6,24.589999999999996
064fd993498c4d628348de2085e9d569,6,4,,2,5.65
0650c7a4df92429f8b695a4b646aa195,5,4,4,5,143.47
0651e2ab376f4608886a5b4a310944fc,6,6,4,10,226.19
0653f4c3e0524329896a2cbb7a423090,4,4,3,11,161.25000000000003
065467da18c743a7b8a87c9fd2d536d9,6,3,3,9,138.7
06546973bb7942f9bac814496d70678c,3,3,3,12,183.68
06609f295aba4e42abdaf07c2f758303,3,1,2,16,70.78999999999999
066146d1b92b4bd88ca2e7e0729bce5c,4,4,2,4,65.11
06647904f5c84f299ec20efa1cf923f4,3,3,1,17,39.790000000000006
066eb63659fa4f63b80eb829237dfbc4,6,6,4,9,124.25
0671319b6dde4602abbab1278752768d,6,3,,9,27.43
0673e9690e874b7b842da2be63d2de84,4,3,1,5,123.08
0679b66105224a0c960efdb95f19ee1d,5,4,2,18,30.510000000000005
067d00749d234d72946b07f1f472fcba,5,2,,6,16.38
067d163ebd2748cf954bd1ccc4cfa4af,4,2,3,6,124.50000000000001
067ee299952e49328b06da73e2ba1965,5,2,1,5,15.610000000000001
0681388282b14555ac390bef6c526ed7,3,3,1,11,41.71
06833436ed1a4cc1bda33978472e4444,6,4,3,4,103.17
06ab01a0775d4b35bceca2d607271874,5,4,4,11,185.07999999999998
06b14580b3d44014b99214631b841e66,5,4,4,8,207.19000000000003
06b81e95ef4b41d494b03f4832b2c82e,4,3,3,17,153.83999999999997
06b99e8cc24b426f8a578c749974b88a,5,3,4,15,400.53000000000003
06c2a531fef542cd89877cb9fb10aaeb,3,2,,4,6.6899999999999995
06ccdaa9fbaa4c21b4321c83bcd2a000,5,5,4,11,144.22
06d34b0fb66e4feea9b2c765755a8e1f,5,2,4,4,100.08
06d7f5abc31b4a02836349333ac02f33,6,5,6,10,177.90000000000003
06d95051c47a42f1a0704fca3be979be,3,3,1,3,86.19999999999999
06de851506d44f9f803058b8e01d4392,6,5,3,23,77.58
06e2f7db27064b629f73908f6b187561,6,6,2,2,33.31
06ed8e3c641e4e8e803f336e5b20ddd7,3,1,3,5,130.14
06f4bfb1cb4c4c968add3d9980a279fa,4,2,4,9,205.42000000000002
0707c762ab764cb2a29fec7f1cb798ba,4,4,3,4,87.5
070a3bb5f2874b9da388626c84b4b64a,5,4,2,11,50.290000000000006
070c6e10c833437d9e28ea80b0af48d8,4,4,3,14,172.10000000000002
07220f70535d46459cbe0ca0e2c85dec,6,4,1,13,36.86
07223b7cc9d448b196562395c8f8d4c7,2,2,1,5,133.22
072731be403a472883bed6c38a8e7aa8,4,4,4,8,131.9
072ee847d4c348db9c24669902dc6abb,5,5,,5,6.91
073190b534ba4e36803151ebe0e5ee27,4,4,1,10,227.08
073e3ef64e344bc8891732b558582492,4,4,4,8,134.71
073fce5708884b30a28b65b3cb15a919,6,6,6,15,392.29
073ff5dc4bee4e8c97ab421c19e50549,5,3,,4,11.09
07455479fc8c4b5aba6c50955a5ca60f,4,2,,9,34.1
